IDs,Proportions,T,logV
"[765, 863]","[0.9, 0.1]",306.483,0.2714628042534521
"[66, 765]","[0.6, 0.4]",308.983,0.3353835498182363
"[219, 246]","[0.8, 0.2]",308.15,-0.3010534109074732
"[233, 1004]","[0.45, 0.55]",323.15,-1.2782589176945909
"[695, 902]","[0.34, 0.66]",293.15,0.0838169833569411
"[599, 910]","[0.9, 0.1]",298.15,-0.3856955898464274
"[132, 777]","[0.3, 0.7]",303.15,-0.2520662226410398
"[3, 273]","[0.7, 0.3]",298.15,0.1175241588486416
"[3, 914]","[0.4, 0.6]",318.0,0.2924721756373681
"[745, 936]","[0.8, 0.2]",303.15,-0.104155338995336
"[417, 950]","[0.8, 0.2]",310.65,0.3490942979438292
"[437, 895]","[0.4, 0.6]",308.15,-0.0437762509496316
"[144, 981]","[0.9, 0.1]",305.65,-0.1443257087903525
"[416, 721]","[0.8, 0.2]",303.15,-0.0880526264383577
"[887, 1018]","[0.1, 0.9]",310.65,-0.0223204055874073
"[416, 646]","[0.8, 0.2]",308.15,-0.119350465040309
"[862, 938]","[0.2, 0.8]",303.15,-0.1960217785932225
"[712, 862]","[0.3, 0.7]",303.15,-0.1536695573849974
"[676, 814]","[0.37, 0.63]",298.15,-0.0210585385844038
"[944, 920, 618, 870]","[0.2993, 0.2088, 0.0678, 0.4241]",293.15,-0.1655157146651947
"[416, 721]","[0.5, 0.5]",303.15,0.1229124020074514
[135],[1.0],308.15,-0.3819224868026192
"[879, 976]","[0.3, 0.7]",313.35,0.5273603296561901
"[862, 938]","[0.3, 0.7]",303.15,-0.2202793442780616
"[920, 937]","[0.41, 0.59]",298.15,-0.2268660539550901
"[888, 880, 961]","[0.08085192705109465, 0.0764449677845886, 0.8427031051643168]",323.15,0.5544610916317544
"[912, 981]","[0.9, 0.1]",303.15,0.5314789170422551
"[213, 667]","[0.7, 0.3]",303.15,-0.113385020318387
"[453, 458]","[0.6, 0.4]",303.15,-0.069493797699816
"[474, 982]","[0.6, 0.4]",305.65,0.0379225912069959
"[928, 934]","[0.8, 0.2]",300.65,-0.2363811839229823
"[113, 149]","[0.14, 0.86]",305.65,0.4026021853692286
"[136, 219]","[0.2, 0.8]",305.65,-0.4126478396218165
"[901, 986]","[0.2, 0.8]",298.15,1.3332614401781593
"[659, 784]","[0.5, 0.5]",308.15,-0.1467735427831915
"[510, 961]","[0.2, 0.8]",303.15,0.3915746690312623
"[712, 934]","[0.8, 0.2]",298.15,0.6254416110782661
"[510, 570]","[0.7, 0.3]",303.15,0.7179965718484175
"[850, 933]","[0.2, 0.8]",310.575,-0.1308169581329305
"[132, 474]","[0.3, 0.7]",303.15,-0.0502406696468118
"[86, 712]","[0.35, 0.65]",298.15,0.2793878445837757
"[578, 944, 721]","[0.1212, 0.5138, 0.365]",323.15,-0.160710543993853
"[644, 933]","[0.65, 0.35]",305.7,0.144295556647506
"[925, 959]","[0.9, 0.1]",313.15,-0.022140307458221
"[578, 1225]","[0.45, 0.55]",298.15,-0.3729551499430462
"[870, 882]","[0.3, 0.7]",318.15,-0.0203636424029842
"[804, 712, 689, 685]","[0.2964, 0.15, 0.2905, 0.2631]",298.15,0.8441042306975133
"[804, 898]","[0.55, 0.45]",305.65,-0.258945030835451
"[81, 918]","[0.1, 0.9]",313.15,-0.2446146904588768
"[329, 786]","[0.4, 0.6]",303.15,0.1976199094768277
"[850, 969]","[0.5, 0.5]",312.15,-0.0538515210097255
"[599, 850]","[0.32, 0.68]",298.15,-0.1914761292356452
"[851, 933]","[0.5, 0.5]",303.15,0.1169696821832746
"[923, 1225]","[0.32, 0.68]",300.65,-0.1729235358456616
"[68, 971]","[0.1, 0.9]",320.65,0.2542932535270844
"[348, 458]","[0.9, 0.1]",298.15,-0.1393027259479612
"[70, 944, 645]","[0.2746, 0.3248, 0.4006]",313.15,-0.2032869367191035
"[247, 879]","[0.8, 0.2]",305.65,0.1553671190185525
"[804, 1010]","[0.6, 0.4]",323.15,0.6120868346194444
"[721, 910]","[0.3, 0.7]",313.15,-0.031771854119921
[961],[1.0],310.12,-0.1541588841223369
"[701, 849]","[0.2, 0.8]",308.15,0.2910724835637034
"[882, 1389]","[0.4, 0.6]",318.15,0.7684358511074141
[713],[1.0],298.0,1.7463951075341757
"[701, 936]","[0.4, 0.6]",308.15,0.1472851230449424
"[416, 920]","[0.4, 0.6]",303.15,-0.2577905338304608
"[247, 887]","[0.7, 0.3]",310.65,0.1319556450771019
"[888, 1038, 961]","[0.11869740168851457, 0.05653009854051315, 0.8247724997709723]",318.15,0.6165218723764242
"[759, 765]","[0.1, 0.9]",313.15,0.2314025751746558
"[888, 961]","[0.49, 0.51]",313.15,0.9912337413844726
"[75, 330]","[0.1, 0.9]",308.05,0.0060206500253513
"[578, 689]","[0.4, 0.6]",305.65,0.3837484639055848
"[870, 895]","[0.7, 0.3]",308.15,-0.1325704570056171
"[721, 920]","[0.9, 0.1]",313.15,0.3627862866372687
"[86, 712]","[0.5, 0.5]",308.15,0.0334550567185321
"[765, 1032, 872]","[0.2996, 0.4002, 0.3002]",313.15,-0.0044086757476465
"[240, 920]","[0.7, 0.3]",308.15,-0.1991805107200682
"[70, 599, 645, 578]","[0.4381, 0.0655, 0.0718, 0.4246]",298.15,0.3032392686519959
"[578, 756]","[0.4, 0.6]",305.65,-0.4852606576746089
"[850, 961]","[0.059, 0.941]",318.15,-0.0872095333542911
[701],[1.0],298.15,0.8840021692773974
"[804, 872]","[0.5, 0.5]",318.15,-0.1503326707162919
"[599, 890]","[0.5, 0.5]",298.15,-0.335584540362164
"[458, 695]","[0.8, 0.2]",308.15,-0.171740845260654
"[933, 981]","[0.3, 0.7]",306.579,-0.1950350496944279
[1388],[1.0],303.15,1.8559204723494631
"[689, 721]","[0.35, 0.65]",308.15,0.690719504514207
"[416, 594]","[0.7, 0.3]",298.15,0.0094581995259446
"[529, 1324]","[0.8, 0.2]",305.65,0.5766647418142408
"[330, 994]","[0.1, 0.9]",318.15,1.008107011757141
"[267, 340]","[0.96, 0.04]",303.15,-0.0061117006787831
[910],[1.0],313.075,-0.1074819632991557
"[853, 981]","[0.35, 0.65]",313.15,-0.3163804194340534
"[1390, 721, 961]","[0.0003, 0.0033, 0.9964]",323.15,-0.2426039712069758
"[944, 981]","[0.58, 0.42]",311.9,-0.2395951191028308
"[859, 862]","[0.48, 0.52]",298.15,-0.0170044013227435
"[679, 1400, 578]","[0.0854, 0.548, 0.3665999999999999]",298.15,-0.0613059265804043
"[676, 910]","[0.3, 0.7]",303.15,0.0047070834632226
[416],[1.0],298.15,-0.1674910872938275
[81],[1.0],312.605,-0.0309989076144813
"[70, 923, 71, 645]","[0.2532, 0.252, 0.2472, 0.2476]",293.15,-0.0695604052332999
"[961, 513, 890]","[0.2769, 0.0633, 0.6598]",303.15,-0.0762380391712997
[81],[1.0],310.65,-0.0098403430624261
"[961, 862, 850]","[0.4, 0.3, 0.30000000000000004]",318.15,-0.2006594505464183
"[416, 536]","[0.24, 0.76]",298.15,-0.5745074550838615
"[578, 928]","[0.56, 0.44]",298.15,-0.435315572733744
"[895, 70, 804]","[0.0893, 0.3588, 0.5519]",308.15,-0.0199511549350432
"[232, 1228]","[0.71, 0.29]",303.15,-0.0589203396485385
"[920, 1003]","[0.6, 0.4]",308.15,-0.0904553644966368
"[850, 862]","[0.5, 0.5]",295.65,-0.2809974312428144
"[895, 70, 741]","[0.3003, 0.354, 0.3457]",308.15,0.0132586652835165
"[869, 981]","[0.9, 0.1]",293.15,-0.1873221629848106
"[3, 862]","[0.3, 0.7]",308.0,-0.1506389493987717
"[75, 918]","[0.2, 0.8]",313.15,-0.2831809700083425
"[501, 647]","[0.6, 0.4]",308.15,0.0295570617292236
"[872, 910]","[0.8, 0.2]",303.15,-0.0917202727598498
"[839, 862]","[0.6, 0.4]",298.15,-0.309549095447477
"[66, 501]","[0.3, 0.7]",305.65,0.0551339853691766
"[790, 1375]","[0.21, 0.79]",298.15,-0.101416494197572
"[6, 981]","[0.9, 0.1]",303.15,0.1189892119450086
"[893, 920]","[0.1, 0.9]",308.15,-0.2311582836014471
"[645, 1382]","[0.2, 0.8]",308.15,-0.126480653549693
[1392],[1.0],298.15,0.5634810853944107
"[458, 914]","[0.7, 0.3]",313.15,-0.2740191290644761
"[441, 981]","[0.8, 0.2]",305.65,-0.386181673267634
[910],[1.0],298.0,0.0049635373070934
"[307, 901]","[0.9, 0.1]",303.15,0.4204482155636234
[1016],[1.0],298.0,-0.0541678252097681
"[471, 910]","[0.1, 0.9]",313.15,-0.0987636653787287
"[850, 870]","[0.7, 0.3]",303.15,-0.1256859537870178
"[458, 872]","[0.7, 0.3]",298.15,-0.3205533978308792
"[240, 1225]","[0.85, 0.15]",303.15,-0.1314340451836789
"[331, 416]","[0.2, 0.8]",303.15,-0.2847697710122974
"[31, 850]","[0.9, 0.1]",306.9,-0.173720082694358
"[850, 1386]","[0.1, 0.9]",308.15,0.3336942949043261
"[9, 920]","[0.22, 0.78]",303.15,-0.2111248842245832
"[81, 721]","[0.78, 0.22]",318.15,-0.0312549047695836
"[618, 804]","[0.36, 0.64]",308.15,-0.1281560898877056
"[882, 961]","[0.3, 0.7]",315.65,0.4479086132523374
"[695, 701]","[0.2, 0.8]",303.15,0.8289187549648108
"[961, 862, 850]","[0.05, 0.5, 0.44999999999999996]",318.15,-0.3716110699496884
"[200, 727]","[0.9, 0.1]",305.65,-0.3772325472651383
"[457, 890]","[0.5, 0.5]",298.15,0.4152211738911519
"[70, 920, 804, 701]","[0.167, 0.268, 0.436, 0.129]",298.15,0.0922643607883479
[203],[1.0],298.0,-0.2630559674144408
"[890, 928]","[0.3, 0.7]",308.129,-0.2894954224419587
"[898, 862, 804]","[0.1961, 0.6056, 0.19829999999999992]",298.15,-0.3080348972326396
"[928, 870, 599, 71]","[0.3428, 0.2812, 0.229, 0.14700000000000002]",313.15,-0.3215726775661329
"[863, 888]","[0.4, 0.6]",308.15,0.5939465703799723
"[81, 910]","[0.1, 0.9]",310.65,-0.0735794721981192
"[618, 701]","[0.26, 0.74]",298.15,0.5217822394453377
"[69, 741]","[0.22, 0.78]",318.15,0.1716884000265548
"[75, 981]","[0.7, 0.3]",309.817,-0.3361846564980066
"[273, 850]","[0.8, 0.2]",303.15,-0.4935348210507726
"[458, 933]","[0.5, 0.5]",298.15,-0.2395775165767878
"[330, 892]","[0.9, 0.1]",303.15,0.0881205886456203
"[1202, 933]","[0.3, 0.7]",308.15,0.0348552044397706
"[453, 1375]","[0.5, 0.5]",303.15,-0.0546297746136878
"[745, 936]","[0.7, 0.3]",303.15,-0.0967840380091134
"[578, 928, 944]","[0.4827, 0.2867, 0.23059999999999992]",313.15,-0.4325031088957773
[1350],[1.0],303.15,0.2329751822902155
"[416, 1017]","[0.7, 0.3]",308.15,0.0700904172846231
"[474, 882]","[0.8, 0.2]",315.65,0.1338403957516241
"[721, 910]","[0.4, 0.6]",313.15,0.0227903987005071
"[981, 870, 599, 71]","[0.2984, 0.1696, 0.2736, 0.25839999999999996]",308.15,-0.2717274021049829
"[426, 1382]","[0.6, 0.4]",318.15,0.0638830559658747
"[74, 862]","[0.8, 0.2]",303.15,-0.048176964684088
"[754, 777]","[0.85, 0.15]",298.15,-0.3561310836721561
"[135, 701]","[0.88, 0.12]",303.15,-0.2804245882270442
"[9, 1225]","[0.22, 0.78]",303.15,-0.1546415755187136
"[912, 1016]","[0.7, 0.3]",303.15,0.7323937598229685
"[814, 906]","[0.5, 0.5]",308.15,0.1525501051068176
"[197, 701]","[0.9, 0.1]",303.15,-0.3414778776002774
"[786, 986]","[0.8, 0.2]",298.15,0.6948606218459378
"[872, 70, 1016]","[0.4, 0.1999, 0.4001]",318.15,-0.1917890270757779
[854],[1.0],298.0,0.3993259164337908
"[850, 902]","[0.25, 0.75]",298.15,-0.3539758866685116
"[804, 1377]","[0.4, 0.6]",303.15,0.0125118093304416
"[578, 859]","[0.1, 0.9]",308.15,0.1256789949438417
"[458, 1229]","[0.9, 0.1]",313.15,-0.4310292929218485
"[721, 910]","[0.1, 0.9]",313.15,-0.0954800662530307
"[75, 863]","[0.5, 0.5]",305.65,-0.0798469981688918
"[898, 928]","[0.44, 0.56]",303.15,-0.3768265449929983
"[233, 960]","[0.9, 0.1]",323.15,0.4100030995872105
"[78, 79]","[0.597, 0.403]",308.15,0.2710145706120273
"[804, 928]","[0.1, 0.9]",308.1,-0.2902097645068647
"[1369, 966]","[0.18, 0.82]",300.65,0.1433139581884144
"[458, 491]","[0.1, 0.9]",308.15,0.2663357872336537
"[814, 937]","[0.9, 0.1]",303.15,-0.250691054329727
"[288, 765]","[0.1, 0.9]",308.983,0.2320013142718446
"[745, 933]","[0.8, 0.2]",303.15,-0.1293665151268748
"[2, 981]","[0.6, 0.4]",298.15,0.4208794988754823
"[3, 928]","[0.7, 0.3]",305.65,0.12012877326878
"[618, 812]","[0.66, 0.34]",318.15,-0.2302313332384785
"[312, 781]","[0.1, 0.9]",303.15,-0.4208728803017927
"[507, 529]","[0.9, 0.1]",308.15,-0.2844263817738376
[951],[1.0],305.65,0.1791223402486861
"[890, 901]","[0.1, 0.9]",308.15,0.0777745768456264
"[458, 901]","[0.4, 0.6]",308.15,-0.1567513444907444
"[1375, 901]","[0.6, 0.4]",295.65,-0.0801818025825005
"[70, 721]","[0.351, 0.649]",313.15,0.2121609597533566
"[898, 923]","[0.44, 0.56]",303.15,-0.362744112735363
"[578, 667]","[0.9, 0.1]",308.15,-0.4786647073311009
"[70, 71, 645]","[0.0923, 0.1315, 0.7762]",313.15,-0.1325914434772087
"[70, 667]","[0.6, 0.4]",323.15,-0.1291865760844024
"[70, 71]","[0.1, 0.9]",313.15,0.1685377332855098
[273],[1.0],307.35,-0.5376020021010439
"[232, 765]","[0.9, 0.1]",305.65,-0.0445759898038156
"[667, 699]","[0.6, 0.4]",308.15,0.1723262230014064
"[923, 944]","[0.48, 0.52]",298.15,-0.1878497883842482
"[759, 890]","[0.11, 0.89]",308.15,-0.0589205953664577
"[786, 920]","[0.35, 0.65]",303.15,-0.0680146428323035
"[895, 70, 721]","[0.3003, 0.354, 0.3457]",313.15,0.0365889767554044
"[577, 920]","[0.9, 0.1]",308.15,-0.1992250268382505
"[679, 676, 459]","[0.2114, 0.221, 0.5676]",298.15,0.1112174683969447
"[759, 786]","[0.8, 0.2]",303.15,0.1287853932754653
"[331, 850]","[0.9, 0.1]",303.15,-0.5043293621946676
"[594, 950]","[0.9, 0.1]",310.65,0.4895431035918155
"[599, 618, 659, 1401]","[0.3903, 0.2031, 0.2016, 0.20500000000000007]",308.15,-0.0362593811421158
"[804, 870]","[0.8, 0.2]",313.0,-0.0276881909467805
[935],[1.0],303.0,0.1401936785786313
"[850, 932]","[0.1, 0.9]",298.15,-0.0573688218949149
"[667, 981]","[0.6, 0.4]",298.15,-0.0069881574018279
"[454, 981]","[0.1, 0.9]",303.15,-0.2733331580905112
"[974, 458, 928]","[0.6708, 0.265, 0.06420000000000003]",298.15,0.6832452187115149
"[804, 938]","[0.7, 0.3]",318.15,-0.094449957053375
"[135, 667]","[0.9, 0.1]",308.15,-0.3373111953042871
"[679, 933, 578]","[0.2345, 0.4277, 0.3378]",298.15,-0.0214719673502372
"[721, 862]","[0.4, 0.6]",303.15,-0.1439864900794752
"[914, 972]","[0.6, 0.4]",310.65,0.6169218270962491
"[219, 859]","[0.17, 0.83]",308.15,0.0121935675309434
"[247, 862]","[0.2, 0.8]",313.15,-0.261687115721547
[440],[1.0],305.65,-0.0348154006794608
"[71, 599]","[0.6, 0.4]",313.15,-0.1485144595301221
[273],[1.0],309.817,-0.5323356994119378
"[847, 981]","[0.5, 0.5]",301.483,-0.4258080231738552
"[3, 914]","[0.9, 0.1]",318.0,0.2071898243420453
"[804, 850, 890, 961]","[0.1137, 0.1846, 0.1859, 0.5158]",313.15,0.1162609668622112
"[721, 960]","[0.4, 0.6]",308.15,0.2985631045020508
"[903, 961]","[0.4, 0.6]",311.9,0.5348584428790095
"[672, 765]","[0.6, 0.4]",312.15,0.286672992908979
[1138],[1.0],298.0,-0.2064390576696611
[986],[1.0],310.65,1.327365821134006
"[578, 618]","[0.5, 0.5]",298.15,-0.4044839738477003
"[928, 1385]","[0.1, 0.9]",308.15,0.5810731105396463
"[599, 646]","[0.5, 0.5]",308.15,-0.145046215201401
"[930, 961]","[0.4, 0.6]",309.4,0.2653657966094591
"[760, 1009]","[0.6, 0.4]",303.15,2.901067654706176
"[961, 850]","[0.3001, 0.6999]",298.15,0.1925674533365456
"[78, 659]","[0.4, 0.6]",308.15,0.0368226165731125
"[81, 981]","[0.5, 0.5]",313.15,-0.1372843143705654
"[326, 979]","[0.5, 0.5]",298.15,0.1238516409670858
"[578, 999]","[0.1, 0.9]",308.15,0.2558773869040259
"[70, 890]","[0.8, 0.2]",322.15,-0.2641361293395387
"[799, 910]","[0.5, 0.5]",298.15,-0.0462349646572025
"[712, 935]","[0.3, 0.7]",298.15,0.3373514966078628
"[721, 992]","[0.3, 0.7]",295.65,0.2193444216398686
"[9, 934]","[0.9, 0.1]",303.15,-0.0095310037168591
"[86, 863]","[0.35, 0.65]",298.15,0.0279058309522007
"[70, 923, 71, 944]","[0.1486, 0.3219, 0.4757, 0.0538]",313.15,-0.1179880383733413
"[712, 721]","[0.79, 0.21]",308.15,0.6156599382953376
"[618, 804]","[0.4, 0.6]",298.15,-0.0716848307577251
"[765, 712, 689, 685]","[0.2505, 0.3415, 0.2563, 0.15169999999999995]",298.15,0.8062953181371755
"[388, 850]","[0.5, 0.5]",303.15,-0.0645580319326956
"[273, 365]","[0.8, 0.2]",308.15,-0.2847409501745287
"[132, 721]","[0.9, 0.1]",303.15,-0.4085377327083113
[1307],[1.0],298.0,0.2212750750479626
"[273, 935]","[0.2, 0.8]",298.15,0.1758016328482794
"[765, 892]","[0.2, 0.8]",303.15,0.0938640051365368
"[765, 992]","[0.4, 0.6]",295.65,0.173659192448089
"[712, 1382]","[0.35, 0.65]",303.15,0.0866748917634921
"[75, 934]","[0.1, 0.9]",303.15,-0.1113178967978265
"[689, 776]","[0.6, 0.4]",303.15,0.89815626510509
"[804, 904]","[0.3, 0.7]",308.15,0.5616029010732947
"[959, 973]","[0.8, 0.2]",313.15,0.4947962213502557
"[658, 850]","[0.2, 0.8]",313.15,-0.0392454627631492
"[679, 765]","[0.9, 0.1]",315.65,0.2945580534794206
"[890, 961]","[0.8, 0.2]",313.674,-0.1901884887136636
"[741, 759]","[0.8, 0.2]",308.15,0.3256038468752343
"[70, 928]","[0.7, 0.3]",318.15,-0.2858619891372445
"[303, 70, 981]","[0.5782, 0.2948, 0.127]",298.15,1.116175891100349
"[288, 765]","[0.7, 0.3]",308.983,-0.0292588720475512
"[910, 945]","[0.4, 0.6]",305.65,0.0028530660083018
"[850, 900]","[0.4, 0.6]",308.15,0.0909099232351544
"[853, 935]","[0.55, 0.45]",313.15,-0.1442464786004055
"[858, 894]","[0.4, 0.6]",298.15,-0.1886631391678763
"[721, 890]","[0.8, 0.2]",298.15,0.526252447242927
"[884, 936]","[0.2, 0.8]",323.15,-0.0935510631251585
"[416, 679]","[0.3, 0.7]",313.15,0.238319928035095
"[247, 872]","[0.1, 0.9]",305.65,-0.0899024395853631
"[1402, 890, 936]","[0.1323, 0.7527, 0.11499999999999999]",298.15,-0.2005728829144367
"[961, 974, 890]","[0.49042, 0.14222, 0.3673599999999999]",308.15,0.273137908564361
"[956, 959]","[0.5, 0.5]",313.15,0.8107834764503113
"[246, 879]","[0.2, 0.8]",305.65,0.0787293383105092
"[676, 812]","[0.25, 0.75]",308.15,0.2200571942478378
"[923, 71, 944, 645]","[0.1703, 0.2905, 0.4213, 0.1178]",308.15,-0.1283103343144847
"[804, 1006]","[0.85, 0.15]",295.65,0.3431735271313548
"[458, 920]","[0.6, 0.4]",298.15,-0.3175034563396072
"[902, 966]","[0.3, 0.7]",298.15,0.0778864083992825
"[70, 923, 944]","[0.467, 0.4396, 0.0934]",313.15,-0.275069085807602
"[898, 961]","[0.9, 0.1]",298.15,-0.4190081949195244
"[3, 578]","[0.1, 0.9]",298.15,-0.4540641388726919
"[712, 894]","[0.06, 0.94]",293.15,-0.1740906531725952
"[536, 939]","[0.3, 0.7]",298.15,-0.5002123847740192
"[701, 914]","[0.7, 0.3]",308.075,0.516653389784773
"[81, 618]","[0.7, 0.3]",313.15,-0.2107055650620073
"[701, 956]","[0.1, 0.9]",313.15,0.9596772601591268
"[721, 944]","[0.5, 0.5]",305.65,0.1290503129362072
"[3, 695]","[0.5, 0.5]",303.15,0.5708899634442225
"[1369, 920]","[0.8, 0.2]",308.15,-0.289121382314827
"[81, 855]","[0.3, 0.7]",308.15,0.1493313334206446
"[348, 712]","[0.1, 0.9]",298.15,0.6970287698167511
"[777, 1225]","[0.85, 0.15]",303.15,-0.1971494381645976
"[960, 890, 81]","[0.3199, 0.6462, 0.03390000000000004]",298.15,-0.0673740559782178
"[303, 330]","[0.9, 0.1]",303.15,1.2550476900031795
"[70, 741, 721, 578]","[0.0506, 0.3574, 0.066, 0.526]",328.15,-0.1135092748275181
"[510, 961]","[0.4, 0.6]",303.15,0.4396238713413211
"[756, 961]","[0.4, 0.6]",310.65,0.1328650054227564
"[951, 986]","[0.7, 0.3]",305.65,1.0053247213069694
"[890, 850, 961]","[0.0698, 0.242, 0.6882]",303.15,0.2706432993889799
"[759, 1016]","[0.8, 0.2]",303.15,0.014891256776264
"[667, 894]","[0.75, 0.25]",298.15,0.0242324625885638
"[267, 679]","[0.6, 0.4]",313.15,0.1294913421062251
"[437, 851]","[0.61, 0.39]",308.15,-0.1505434309945384
"[901, 939]","[0.2, 0.8]",298.15,-0.243498151402064
"[132, 909]","[0.5, 0.5]",313.15,-0.0587659612268401
"[70, 741, 721, 578]","[0.1614, 0.0139, 0.7942, 0.03049999999999997]",328.15,0.0729480317928856
"[81, 890]","[0.8, 0.2]",314.817,-0.1206048044048581
"[765, 1291]","[0.1, 0.9]",310.65,-0.0025179765068223
"[614, 945]","[0.63, 0.37]",303.15,0.3382926845876099
"[966, 890, 928]","[0.3416, 0.6284, 0.030000000000000027]",298.15,0.2138363883252735
"[273, 872]","[0.9, 0.1]",298.15,-0.4631685430176276
"[689, 695]","[0.59, 0.41]",318.15,0.7330122176914902
"[243, 923]","[0.59, 0.41]",308.15,-0.0277028807780212
"[474, 932]","[0.1, 0.9]",298.15,-0.0413580059662146
"[843, 976]","[0.3, 0.7]",318.15,0.4684459920879736
[869],[1.0],309.817,-0.266883013982254
"[843, 977]","[0.5, 0.5]",308.0,0.4023376275212854
"[570, 701]","[0.5, 0.5]",313.15,0.9186345031861864
"[578, 933]","[0.4, 0.6]",298.15,-0.2927073501020154
"[849, 943]","[0.2, 0.8]",305.65,0.0395894325921331
"[777, 923]","[0.45, 0.55]",303.15,-0.2404374623522099
"[875, 994]","[0.2, 0.8]",313.15,1.0733044106874847
"[81, 578]","[0.9, 0.1]",313.15,-0.1045530404071178
"[333, 1375]","[0.2, 0.8]",303.15,-0.220082548668406
"[958, 961]","[0.7, 0.3]",308.0,0.0842487417615163
"[721, 928]","[0.5, 0.5]",313.15,-0.0091260358599514
"[3, 213]","[0.3, 0.7]",303.15,-0.0072116265438106
"[882, 961]","[0.5, 0.5]",315.65,0.3749020437570949
"[861, 901]","[0.9, 0.1]",298.15,-0.2672333903184509
"[927, 1342]","[0.9, 0.1]",310.5,0.8993584359591364
"[578, 1027]","[0.1, 0.9]",303.15,0.1851555345960312
"[437, 851]","[0.11, 0.89]",308.15,0.1209005643809328
"[1225, 939]","[0.57, 0.43]",298.15,-0.2154546466464293
"[804, 865]","[0.89, 0.11]",298.15,0.1987128727125297
"[952, 1011]","[0.8, 0.2]",305.65,0.5847915332976085
"[70, 679]","[0.5, 0.5]",323.15,0.1068397189844155
"[901, 960]","[0.5, 0.5]",303.15,0.4797500818576429
"[474, 933]","[0.3, 0.7]",308.15,-0.0836818884414002
"[247, 851]","[0.91, 0.09]",308.15,0.1523736864442888
"[584, 850]","[0.9, 0.1]",306.15,-0.1107506629227212
"[689, 1375]","[0.8, 0.2]",308.15,0.7228858030068472
"[1054, 936]","[0.23, 0.77]",293.15,-0.2769925773680161
"[599, 862]","[0.8, 0.2]",296.0,-0.416111080501127
"[273, 765]","[0.12, 0.88]",298.15,0.2174839442139062
"[273, 850, 330]","[0.6005, 0.2174, 0.18209999999999993]",298.15,-0.3763372926437954
"[689, 998]","[0.5, 0.5]",303.15,0.6318148343322244
"[920, 1225]","[0.31, 0.69]",303.15,-0.1821783086575238
[905],[1.0],309.362,0.2027153995576945
"[756, 981]","[0.6, 0.4]",303.15,-0.3467286564242989
"[688, 981]","[0.1, 0.9]",303.15,-0.1971927180615364
"[6, 884]","[0.6, 0.4]",323.15,0.1733983451387008
[554],[1.0],298.0,0.7476982302492581
"[862, 937]","[0.6, 0.4]",300.65,-0.276743542387279
"[906, 936]","[0.3, 0.7]",298.15,0.3136246319855439
"[219, 961]","[0.7, 0.3]",310.65,-0.4062653604828894
"[618, 701]","[0.16, 0.84]",298.15,0.6614496942721874
"[132, 914]","[0.5, 0.5]",303.15,-0.1086095424425232
"[890, 938]","[0.1, 0.9]",318.15,-0.249119561014373
"[197, 784]","[0.8, 0.2]",308.15,-0.400532156916509
"[901, 986]","[0.5, 0.5]",298.15,0.974824957102978
"[458, 520]","[0.4, 0.6]",303.15,-0.3828780673642272
"[948, 981]","[0.17, 0.83]",311.9,-0.2242022041691401
"[756, 850]","[0.8, 0.2]",313.15,-0.3523673064355156
"[578, 689]","[0.5, 0.5]",305.65,0.2269514250552277
"[458, 863]","[0.9, 0.1]",298.15,-0.4064928523984481
"[721, 777]","[0.9, 0.1]",308.15,0.4595454169453311
"[927, 1385]","[0.4, 0.6]",318.15,0.6039318523892891
"[1368, 850]","[0.9, 0.1]",298.1,-0.3305886700731087
"[1054, 868]","[0.67, 0.33]",298.15,-0.4002780329240364
"[890, 937]","[0.9, 0.1]",298.15,-0.2468062785491216
"[961, 972]","[0.4, 0.6]",300.65,1.282020312932584
"[330, 892]","[0.8, 0.2]",303.15,0.0538959239049548
"[474, 898]","[0.59, 0.41]",298.15,-0.1307497542177467
"[954, 961]","[0.4, 0.6]",313.15,1.1413958774095918
"[721, 1386]","[0.3, 0.7]",305.65,0.337801132563529
"[894, 933]","[0.9, 0.1]",303.15,-0.2915731216268443
"[3, 273]","[0.3, 0.7]",298.15,-0.1858549495181121
"[340, 765]","[0.9, 0.1]",303.15,-0.1459436861999029
"[981, 1016]","[0.2, 0.8]",298.15,-0.0777774483264274
"[721, 901]","[0.4, 0.6]",308.15,0.2251355541975427
"[474, 507]","[0.5, 0.5]",308.15,0.119876398046419
"[872, 960]","[0.6, 0.4]",305.65,0.1986860068413668
